"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"25/11/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.60","0.61","9,500.00","5,795.00"
"24/11/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.60","0.61","10,105,600.00","6,164,416.00"
"23/11/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.60","0.61","0.00","0.00"
"20/11/2020","MTNGH","0.70","0.55","0.60","0.60","0.61","0.61","0.01","0.60","0.61","15,900.00","9,627.00"
"19/11/2020","MTNGH","0.70","0.55","0.60","0.60","0.60","0.60","0","0.60","0.61","2,020,100.00","1,212,060.00"
"18/11/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.60","-0.01","0.60","0.61","34,200.00","20,642.00"
"17/11/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.60","0.61","11,859,400.00","7,234,234.00"
"16/11/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.60","0.61","113,700.00","69,357.00"
"13/11/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.60","0.61","8,997,400.00","5,488,414.00"
"12/11/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.60","0.61","20,114,300.00","12,269,700.00"
"11/11/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.61","0.62","11,300.00","6,943.00"
"10/11/2020","MTNGH","0.70","0.55","0.61","0.61","0.62","0.61","0","0.61","0.62","15,023,400.00","9,164,300.00"
"09/11/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","","0.61","12,009,100.00","7,325,551.00"
"06/11/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","","0.61","8,500.00","5,185.00"
"05/11/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.60","0.61","3,400.00","2,074.00"
"04/11/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.60","0.61","12,300.00","7,503.00"
"03/11/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","","0.61","68,500.00","41,785.00"
"02/11/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.61","0.62","2,720,100.00","1,659,261.00"
"30/10/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.61","0.62","23,700.00","14,457.00"
"29/10/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.60","0.61","1,400.00","854.00"
"28/10/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.58","0.61","500.00","305.00"
"27/10/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.58","0.62","1,800.00","1,098.00"
"26/10/2020","MTNGH","0.70","0.55","0.62","0.62","0.61","0.61","-0.01","0.58","0.61","5,172,300.00","3,155,103.00"
"23/10/2020","MTNGH","0.70","0.55","0.62","0.62","0.62","0.62","0","0.58","0.62","1,200.00","744.00"
"22/10/2020","MTNGH","0.70","0.55","0.62","0.62","0.62","0.62","0","","0.62","34,600.00","21,452.00"
"21/10/2020","MTNGH","0.70","0.55","0.62","0.62","0.62","0.62","0","0.60","0.62","4,700.00","2,914.00"
"20/10/2020","MTNGH","0.70","0.55","0.61","0.61","0.62","0.62","0.01","0.60","0.62","31,800.00","19,700.00"
"19/10/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.61","0.62","167,200.00","101,992.00"
"16/10/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.60","0.62","7,134,700.00","4,350,327.00"
"15/10/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.58","0.62","13,200.00","8,052.00"
"14/10/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.60","0.62","1,000,000.00","610,000.00"
"13/10/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.60","0.62","1,097,500.00","669,475.00"
"12/10/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.60","0.61","8,200.00","5,002.00"
"09/10/2020","MTNGH","0.70","0.55","0.60","0.60","0.61","0.61","0.01","0.58","0.62","167,800.00","102,180.00"
"08/10/2020","MTNGH","0.70","0.55","0.60","0.60","0.60","0.60","0","0.58","0.60","1,027,800.00","616,680.00"
"07/10/2020","MTNGH","0.70","0.55","0.60","0.60","0.60","0.60","0","0.58","0.60","9,040,800.00","5,424,480.00"
"06/10/2020","MTNGH","0.70","0.55","0.60","0.60","0.60","0.60","0","0.58","0.60","11,700.00","7,020.00"
"05/10/2020","MTNGH","0.70","0.55","0.60","0.60","0.60","0.60","0","0.58","0.60","200,400.00","120,740.00"
"02/10/2020","MTNGH","0.70","0.55","0.60","0.60","0.60","0.60","0","0.58","0.60","32,000.00","19,200.00"
"01/10/2020","MTNGH","0.70","0.55","0.61","0.61","0.60","0.60","-0.01","0.58","0.60","87,100.00","52,260.00"
"30/09/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.60","0.61","51,000.00","31,110.00"
"29/09/2020","MTNGH","0.70","0.55","0.61","0.61","0.61","0.61","0","0.59","0.61","105,200.00","64,172.00"
"28/09/2020","MTNGH","0.70","0.55","0.60","0.60","0.61","0.61","0.01","0.58","0.61","133,800.00","81,572.00"
"25/09/2020","MTNGH","0.70","0.55","0.60","0.60","0.60","0.60","0","0.59","0.60","4,400.00","2,640.00"
"24/09/2020","MTNGH","0.70","0.55","0.60","0.60","0.60","0.60","0","0.58","0.60","19,000.00","11,400.00"
"23/09/2020","MTNGH","0.70","0.55","0.60","0.60","0.60","0.60","0","0.58","0.61","117,100.00","70,260.00"
"22/09/2020","MTNGH","0.70","0.55","0.60","0.60","0.60","0.60","0","0.58","0.61","5,176,600.00","3,105,968.00"
"18/09/2020","MTNGH","0.70","0.55","0.60","0.60","0.60","0.60","0","0.60","0.61","300.00","180.00"
"17/09/2020","MTNGH","0.70","0.55","0.60","0.60","0.60","0.60","0","0.60","0.61","2,300.00","1,380.00"
"16/09/2020","MTNGH","0.70","0.55","0.58","0.58","0.60","0.60","0.02","0.58","0.60","2,000.00","1,200.00"
"15/09/2020","MTNGH","0.70","0.55","0.59","0.59","0.58","0.58","-0.01","0.58","","73,900.00","42,883.00"
"14/09/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.59","0","0.59","0.60","18,900.00","11,151.00"
"11/09/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.59","0","0.59","0.60","0.00","0.00"
"10/09/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.59","0","0.59","0.60","0.00","0.00"
"09/09/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.59","0","","0.60","14,900.00","8,791.00"
"08/09/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.59","0","0.59","0.60","0.00","0.00"
"07/09/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.59","0","0.58","0.60","8,400.00","4,956.00"
"04/09/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.59","0","0.58","0.59","24,600.00","14,514.00"
"03/09/2020","MTNGH","0.70","0.55","0.58","0.58","0.59","0.59","0.01","0.58","0.59","4,786,700.00","2,823,816.00"
"02/09/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.58","-0.01","0.59","0.60","62,700.00","36,471.00"
"01/09/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.59","0","0.58","0.59","9,700.00","5,723.00"
"31/08/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.59","0","0.58","0.59","22,200.00","13,098.00"
"28/08/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.59","0","0.59","0.64","0.00","0.00"
"27/08/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.59","0","0.59","0.60","39,800.00","23,482.00"
"26/08/2020","MTNGH","0.70","0.55","0.58","0.58","0.59","0.59","0.01","0.58","","111,800.00","65,784.00"
"25/08/2020","MTNGH","0.70","0.55","0.59","0.59","0.58","0.58","-0.01","","0.58","8,200.00","4,756.00"
"24/08/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.59","0","0.58","0.59","0.00","0.00"
"21/08/2020","MTNGH","0.70","0.55","0.58","0.58","0.59","0.59","0.01","0.58","","13,312,700.00","7,854,366.00"
"20/08/2020","MTNGH","0.70","0.55","0.58","0.58","0.58","0.58","0","0.58","0.59","2,864,800.00","1,661,584.00"
"19/08/2020","MTNGH","0.70","0.55","0.58","0.58","0.58","0.58","0","0.57","0.58","968,400.00","561,672.00"
"18/08/2020","MTNGH","0.70","0.55","0.58","0.58","0.58","0.58","0","0.57","0.58","192,900.00","111,482.00"
"17/08/2020","MTNGH","0.70","0.55","0.58","0.58","0.58","0.58","0","0.57","0.58","1,600.00","928.00"
"14/08/2020","MTNGH","0.70","0.55","0.58","0.58","0.58","0.58","0","0.57","0.58","95,000.00","55,100.00"
"13/08/2020","MTNGH","0.70","0.55","0.58","0.58","0.58","0.58","0","0.57","0.58","9,700.00","5,626.00"
"12/08/2020","MTNGH","0.70","0.55","0.58","0.58","0.58","0.58","0","0.57","0.58","1,513,100.00","877,598.00"
"11/08/2020","MTNGH","0.70","0.55","0.58","0.58","0.58","0.58","0","0.57","","22,200.00","12,876.00"
"10/08/2020","MTNGH","0.70","0.55","0.58","0.58","0.58","0.58","0","0.57","0.58","0.00","0.00"
"07/08/2020","MTNGH","0.70","0.55","0.58","0.58","0.58","0.58","0","0.56","0.58","2,620,300.00","1,519,774.00"
"06/08/2020","MTNGH","0.70","0.55","0.58","0.58","0.58","0.58","0","0.56","0.58","7,100.00","4,118.00"
"05/08/2020","MTNGH","0.70","0.55","0.58","0.58","0.59","0.58","0","0.56","0.58","3,584,700.00","2,079,126.00"
"03/08/2020","MTNGH","0.70","0.55","0.57","0.57","0.59","0.58","0.01","0.59","","4,054,600.00","2,352,168.00"
"30/07/2020","MTNGH","0.70","0.55","0.57","0.57","0.57","0.57","0","0.57","0.60","3,300.00","1,881.00"
"29/07/2020","MTNGH","0.70","0.55","0.56","0.56","0.57","0.57","0.01","0.57","","24,700.00","14,079.00"
"28/07/2020","MTNGH","0.70","0.55","0.56","0.56","0.56","0.56","0","0.56","0.57","0.00","0.00"
"27/07/2020","MTNGH","0.70","0.55","0.56","0.56","0.56","0.56","0","0.56","0.57","41,300.00","23,130.00"
"24/07/2020","MTNGH","0.70","0.55","0.56","0.56","0.56","0.56","0","0.56","0.60","20,911,400.00","11,710,380.00"
"23/07/2020","MTNGH","0.70","0.55","0.56","0.56","0.56","0.56","0","0.56","0.57","10,972,700.00","6,144,712.00"
"22/07/2020","MTNGH","0.70","0.55","0.57","0.57","0.56","0.56","-0.01","0.56","0.57","210,000.00","117,600.00"
"21/07/2020","MTNGH","0.70","0.55","0.57","0.57","0.57","0.57","0","0.56","0.57","32,900.00","18,753.00"
"20/07/2020","MTNGH","0.70","0.55","0.56","0.56","0.57","0.57","0.01","0.56","0.60","35,000.00","19,950.00"
"17/07/2020","MTNGH","0.57","0.56","0.57","0.57","0.56","0.56","-0.01","0.56","0.59","29,552,394.00","16,798,995.58"
"16/07/2020","MTNGH","0.57","0.57","0.57","0.57","0.57","0.57","0","0.57","0.58","236,900.00","135,033.00"
"15/07/2020","MTNGH","0.57","0.57","0.57","0.57","0.57","0.57","0.57","0.56","0.57","170,700.00","97,299.00"
"14/07/2020","MTNGH","0.57","0.57","0.57","0.57","0.57","0.57","0.57","0.57","0.58","35,100.00","20,007.00"
"13/07/2020","MTNGH","0.70","0.55","0.57","0.57","0.57","0.57","0","0.57","0.59","27,600.00","15,732.00"
"10/07/2020","MTNGH","0.70","0.55","0.57","0.57","0.57","0.57","0","0.56","0.58","6,054,700.00","3,451,179.00"
"09/07/2020","MTNGH","0.70","0.55","0.57","0.57","0.57","0.57","0","0.56","0.57","14,800.00","8,436.00"
"08/07/2020","MTNGH","0.70","0.55","0.58","0.58","0.57","0.57","-0.01","0.57","0.58","34,400.00","19,651.00"
"07/07/2020","MTNGH","0.70","0.55","0.58","0.58","0.58","0.58","0","0.56","0.58","9,100.00","5,278.00"
"06/07/2020","MTNGH","0.70","0.55","0.58","0.58","0.58","0.58","0","0.56","0.58","16,500.00","9,550.00"
"03/07/2020","MTNGH","0.70","0.55","0.58","0.58","0.58","0.58","0","0.56","0.58","9,200.00","5,336.00"
"02/07/2020","MTNGH","0.70","0.55","0.59","0.59","0.58","0.58","-0.01","0.56","0.58","35,900.00","20,833.00"
"01/07/2020","MTNGH","0.70","0.55","0.59","0.59","0.58","0.59","0","0.56","0.58","800.00","472.00"
"30/06/2020","MTNGH","0.70","0.55","0.56","0.56","0.58","0.59","0.03","0.56","0.58","12,700.00","7,436.00"
"29/06/2020","MTNGH","0.70","0.55","0.56","0.56","0.56","0.56","0","0.56","0.58","1,800.00","1,008.00"
"26/06/2020","MTNGH","0.70","0.55","0.56","0.56","0.56","0.56","0","0.56","0.58","13,187,200.00","7,384,832.00"
"25/06/2020","MTNGH","0.70","0.55","0.59","0.59","0.55","0.56","-0.03","0.55","0.59","21,832,100.00","12,223,260.00"
"24/06/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.59","0","0.58","0.59","400.00","236.00"
"23/06/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.59","0","0.58","0.59","10,300.00","6,077.00"
"22/06/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.59","0","0.58","0.59","38,600.00","22,774.00"
"19/06/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.59","0","0.58","0.59","13,600.00","8,024.00"
"18/06/2020","MTNGH","0.70","0.55","0.60","0.60","0.60","0.59","-0.01","0.58","0.60","26,500.00","15,760.00"
"17/06/2020","MTNGH","0.70","0.55","0.58","0.58","0.60","0.60","0.02","0.59","0.60","40,800.00","24,480.00"
"16/06/2020","MTNGH","0.70","0.55","0.58","0.58","0.58","0.58","0","0.58","0.60","3,600.00","2,088.00"
"15/06/2020","MTNGH","0.70","0.55","0.58","0.58","0.58","0.58","0","0.58","0.60","3,200.00","1,856.00"
"12/06/2020","MTNGH","0.70","0.55","0.58","0.58","0.58","0.58","0","0.57","0.58","1,831,200.00","1,062,096.00"
"11/06/2020","MTNGH","0.70","0.55","0.59","0.59","0.58","0.58","-0.01","0.58","0.60","27,800.00","16,133.00"
"10/06/2020","MTNGH","0.70","0.55","0.59","0.59","0.59","0.59","0","0.58","0.60","231,300.00","136,467.00"
"09/06/2020","MTNGH","0.70","0.55","0.58","0.58","0.59","0.59","0.01","0.58","0.60","1,138,600.00","671,612.00"
"08/06/2020","MTNGH","0.70","0.55","0.58","0.58","0.57","0.58","0","0.55","0.60","22,000.00","12,744.00"
"05/06/2020","MTNGH","0.70","0.55","0.57","0.57","0.58","0.58","0.01","0.57","0.60","4,020,800.00","2,331,790.00"
"04/06/2020","MTNGH","0.70","0.55","0.56","0.56","0.57","0.57","0.01","0.56","","5,364,200.00","3,056,073.00"
"03/06/2020","MTNGH","0.70","0.55","0.55","0.55","0.56","0.56","0.01","0.55","0.60","7,295,200.00","4,085,936.00"
"02/06/2020","MTNGH","0.70","0.55","0.55","0.55","0.55","0.55","0","0.55","0.60","0.00","0.00"
"01/06/2020","MTNGH","0.70","0.55","0.55","0.55","0.55","0.55","0","0.55","0.60","14,100.00","7,755.00"
"29/05/2020","MTNGH","0.70","0.55","0.56","0.56","0.55","0.55","-0.01","","0.60","18,824,900.00","10,353,845.00"
"28/05/2020","MTNGH","0.70","0.56","0.58","0.61","0.55","0.56","-0.02","0.55","0.58","6,091,100.00","3,431,972.00"
"27/05/2020","MTNGH","0.70","0.58","0.60","0.61","0.60","0.58","-0.02","0.55","0.68","10,005,200.00","5,803,018.00"
"26/05/2020","MTNGH","0.70","0.58","0.61","0.61","0.60","0.60","-0.01","0.59","0.60","38,700.00","23,321.00"
"22/05/2020","MTNGH","0.70","0.58","0.61","0.61","0.62","0.61","0","0.61","0.62","0.00","0.00"
"21/05/2020","MTNGH","0.70","0.58","0.59","0.59","0.62","0.61","0.02","0.59","0.62","63,800.00","38,854.00"
"20/05/2020","MTNGH","0.70","0.58","0.60","0.60","0.60","0.59","-0.01","0.58","0.60","52,700.00","31,274.00"
"19/05/2020","MTNGH","0.70","0.58","0.60","0.60","0.60","0.60","0","0.58","0.65","0.00","0.00"
"18/05/2020","MTNGH","0.70","0.58","0.58","0.58","0.60","0.60","0.02","0.58","0.60","12,100.00","7,260.00"
"15/05/2020","MTNGH","0.70","0.58","0.58","0.58","0.58","0.58","0","","0.66","5,305,000.00","3,077,360.00"
"14/05/2020","MTNGH","0.70","0.58","0.62","0.62","0.58","0.58","-0.04","0.58","0.65","6,023,900.00","3,494,971.00"
"13/05/2020","MTNGH","0.70","0.61","0.64","0.64","0.62","0.62","-0.02","0.61","0.68","85,400.00","52,977.00"
"12/05/2020","MTNGH","0.70","0.61","0.61","0.61","0.65","0.64","0.03","0.63","0.65","17,100.00","10,981.00"
"11/05/2020","MTNGH","0.70","0.61","0.61","0.61","0.61","0.61","0","0.62","0.68","0.00","0.00"
"08/05/2020","MTNGH","0.70","0.61","0.61","0.61","0.61","0.61","0","0.64","0.68","200.00","122.00"
"07/05/2020","MTNGH","0.70","0.61","0.66","0.66","0.61","0.61","-0.05","0.60","0.61","9,894,700.00","6,036,402.00"
"06/05/2020","MTNGH","0.70","0.62","0.64","0.64","0.64","0.66","0.02","0.64","0.65","1,700.00","1,116.00"
"05/05/2020","MTNGH","0.70","0.62","0.68","0.68","0.64","0.64","-0.04","0.60","0.70","14,231,600.00","9,108,272.00"
"04/05/2020","MTNGH","0.70","0.62","0.64","0.64","0.68","0.68","0.04","0.66","0.68","1,600.00","1,088.00"
"30/04/2020","MTNGH","0.70","0.62","0.70","0.70","0.64","0.64","-0.06","0.62","0.70","23,794,335.00","16,168,061.15"
"29/04/2020","MTNGH","0.70","0.62","0.62","0.62","0.67","0.70","0.08","0.62","0.68","2,207,000.00","1,541,695.00"
"28/04/2020","MTNGH","0.70","0.62","0.68","0.68","0.62","0.62","-0.06","","0.68","1,122,100.00","696,316.00"
"27/04/2020","MTNGH","0.70","0.65","0.69","0.69","0.68","0.68","-0.01","0.68","0.69","52,800.00","35,910.00"
"24/04/2020","MTNGH","0.70","0.65","0.69","0.69","0.69","0.69","0","0.66","0.69","46,900.00","32,361.00"
"23/04/2020","MTNGH","0.70","0.65","0.66","0.66","0.69","0.69","0.03","0.66","0.69","193,000.00","132,900.00"
"22/04/2020","MTNGH","0.70","0.65","0.68","0.68","0.66","0.66","-0.02","0.64","0.66","4,700.00","3,106.00"
"21/04/2020","MTNGH","0.70","0.65","0.68","0.68","0.67","0.68","0","0.66","0.68","31,300.00","21,261.00"
"20/04/2020","MTNGH","0.70","0.65","0.68","0.68","0.67","0.68","0","0.65","0.68","47,200.00","32,074.00"
"17/04/2020","MTNGH","0.70","0.65","0.68","0.68","0.68","0.68","0","0.66","0.68","0.00","0.00"
"16/04/2020","MTNGH","0.70","0.65","0.68","0.68","0.68","0.68","0","","0.68","0.00","0.00"
"15/04/2020","MTNGH","0.70","0.65","0.68","0.68","0.68","0.68","0","0.66","0.68","0.00","0.00"
"14/04/2020","MTNGH","0.70","0.65","0.68","0.68","0.68","0.68","0","","0.68","0.00","0.00"
"09/04/2020","MTNGH","0.70","0.65","0.65","0.65","0.68","0.68","0.03","0.64","0.68","200.00","136.00"
"08/04/2020","MTNGH","0.70","0.65","0.66","0.66","0.65","0.65","-0.01","0.65","0.68","9,200.00","6,002.00"
"07/04/2020","MTNGH","0.70","0.66","0.66","0.66","0.66","0.66","0","0.64","0.66","24,600.00","16,236.00"
"06/04/2020","MTNGH","0.70","0.66","0.68","0.68","0.66","0.66","-0.02","0.64","0.66","70,000.00","46,200.00"
"03/04/2020","MTNGH","0.70","0.66","0.66","0.66","0.68","0.68","0.02","0.64","0.66","300.00","204.00"
"02/04/2020","MTNGH","0.70","0.66","0.68","0.68","0.65","0.66","-0.02","","0.68","81,000.00","53,313.00"
"01/04/2020","MTNGH","0.70","0.66","0.68","0.68","0.68","0.68","0","0.65","0.68","0.00","0.00"
"31/03/2020","MTNGH","0.70","0.66","0.68","0.68","0.68","0.68","0","0.65","0.68","44,200.00","30,056.00"
"30/03/2020","MTNGH","0.70","0.66","0.68","0.68","0.68","0.68","0","0.65","0.68","20,000.00","13,600.00"
"27/03/2020","MTNGH","0.70","0.66","0.68","0.68","0.68","0.68","0","0.65","0.67","0.00","0.00"
"26/03/2020","MTNGH","0.70","0.66","0.68","0.68","0.68","0.68","0","0.65","0.68","18,100.00","12,308.00"
"25/03/2020","MTNGH","0.70","0.66","0.68","0.68","0.68","0.68","0","0.65","0.68","0.00","0.00"
"24/03/2020","MTNGH","0.70","0.66","0.68","0.68","0.68","0.68","0","0.65","0.68","0.00","0.00"
"23/03/2020","MTNGH","0.70","0.66","0.68","0.68","0.68","0.68","0","0.65","0.68","16,400.00","11,152.00"
"20/03/2020","MTNGH","0.70","0.66","0.68","0.68","0.68","0.68","0","0.65","0.68","493,600.00","335,648.00"
"19/03/2020","MTNGH","0.70","0.66","0.68","0.68","0.68","0.68","0","0.65","0.68","11,200.00","7,616.00"
"18/03/2020","MTNGH","0.70","0.66","0.69","0.69","0.68","0.68","-0.01","0.65","0.68","340,300.00","231,427.00"
"17/03/2020","MTNGH","0.70","0.66","0.68","0.68","0.69","0.69","0.01","","0.70","1,500.00","1,030.00"
"16/03/2020","MTNGH","0.70","0.66","0.68","0.68","0.68","0.68","0","0.68","0.70","10,700.00","7,296.00"
"13/03/2020","MTNGH","0.70","0.66","0.70","0.70","0.68","0.68","-0.02","0.65","0.68","191,900.00","130,792.00"
"12/03/2020","MTNGH","0.70","0.66","0.70","0.70","0.70","0.70","0","0.68","0.70","3,200.00","2,240.00"
"11/03/2020","MTNGH","0.70","0.66","0.68","0.68","0.70","0.70","0.02","0.68","","1,800,000.00","1,260,000.00"
"10/03/2020","MTNGH","0.70","0.66","0.68","0.68","0.70","0.68","0","0.69","0.70","300.00","204.00"
"09/03/2020","MTNGH","0.70","0.66","0.68","0.68","0.70","0.68","0","0.68","0.70","13,700.00","9,318.00"
"05/03/2020","MTNGH","0.70","0.66","0.67","0.67","0.68","0.68","0.01","0.68","0.75","1,500.00","1,020.00"
"04/03/2020","MTNGH","0.70","0.66","0.70","0.70","0.67","0.67","-0.03","0.68","0.70","41,200.00","27,604.00"
"03/03/2020","MTNGH","0.70","0.66","0.68","0.68","0.70","0.70","0.02","0.68","","8,251,600.00","5,776,120.00"
"02/03/2020","MTNGH","0.70","0.66","0.70","0.70","0.68","0.68","-0.02","0.68","0.70","103,800.00","70,874.00"
"28/02/2020","MTNGH","0.70","0.66","0.67","0.67","0.70","0.70","0.03","0.67","0.70","600,000.00","419,982.00"
"27/02/2020","MTNGH","0.70","0.66","0.67","0.67","0.68","0.67","0","0.68","0.69","380,200.00","255,686.00"
"26/02/2020","MTNGH","0.70","0.66","0.67","0.67","0.67","0.67","0","0.67","0.68","151,700.00","101,639.00"
"25/02/2020","MTNGH","0.70","0.66","0.67","0.67","0.67","0.67","0","0.65","0.67","10,000.00","6,700.00"
"24/02/2020","MTNGH","0.70","0.66","0.67","0.67","0.67","0.67","0","","0.67","20,800.00","13,937.00"
"21/02/2020","MTNGH","0.70","0.66","0.67","0.67","0.67","0.67","0","0.67","0.68","18,100,700.00","12,127,470.00"
"20/02/2020","MTNGH","0.70","0.66","0.67","0.67","0.67","0.67","0","0.67","0.68","18,000.00","12,060.00"
"19/02/2020","MTNGH","0.70","0.66","0.67","0.67","0.67","0.67","0","0.67","0.68","28,700.00","19,257.00"
"18/02/2020","MTNGH","0.70","0.66","0.68","0.68","0.67","0.67","-0.01","0.67","0.68","68,600.00","45,972.00"
"17/02/2020","MTNGH","0.70","0.66","0.67","0.67","0.68","0.68","0.01","0.67","0.68","6,600.00","4,488.00"
"14/02/2020","MTNGH","0.70","0.66","0.68","0.68","0.67","0.67","-0.01","0.67","0.68","3,333,900.00","2,233,793.00"
"13/02/2020","MTNGH","0.70","0.66","0.67","0.67","0.68","0.68","0.01","0.67","0.68","3,100.00","2,096.00"
"12/02/2020","MTNGH","0.70","0.66","0.67","0.67","0.68","0.67","0","0.67","0.68","33,800.00","22,747.00"
"11/02/2020","MTNGH","0.70","0.66","0.68","0.68","0.67","0.67","-0.01","0.67","0.69","158,600.00","106,565.00"
"10/02/2020","MTNGH","0.70","0.66","0.66","0.66","0.67","0.68","0.02","0.67","0.68","546,900.00","371,526.00"
"07/02/2020","MTNGH","0.70","0.66","0.68","0.68","0.66","0.66","-0.02","0.66","0.68","66,200.00","43,783.00"
"06/02/2020","MTNGH","0.70","0.67","0.67","0.67","0.68","0.68","0.01","0.66","0.68","5,900.00","4,012.00"
"05/02/2020","MTNGH","0.70","0.67","0.68","0.68","0.67","0.67","-0.01","0.67","0.68","1,822,800.00","1,221,327.00"
"04/02/2020","MTNGH","0.70","0.67","0.68","0.68","0.68","0.68","0","0.68","0.69","28,100.00","19,108.00"
"03/02/2020","MTNGH","0.70","0.67","0.68","0.68","0.68","0.68","0","0.68","0.70","900.00","612.00"
"31/01/2020","MTNGH","0.70","0.67","0.68","0.68","0.69","0.68","0","0.67","0.69","24,500.00","16,662.00"
"30/01/2020","MTNGH","0.70","0.67","0.68","0.68","0.69","0.68","0","0.68","0.70","30,000.00","20,400.00"
"29/01/2020","MTNGH","0.70","0.67","0.69","0.69","0.69","0.68","-0.01","0.68","0.69","3,014,300.00","2,050,003.00"
"28/01/2020","MTNGH","0.70","0.67","0.67","0.67","0.69","0.69","0.02","0.69","0.70","3,500.00","2,415.00"
"27/01/2020","MTNGH","0.70","0.67","0.68","0.68","0.67","0.67","-0.01","0.67","0.70","231,900.00","155,500.00"
"24/01/2020","MTNGH","0.70","0.68","0.70","0.70","0.69","0.68","-0.02","","0.69","3,600.00","2,454.00"
"23/01/2020","MTNGH","0.70","0.68","0.68","0.68","0.70","0.70","0.02","0.69","0.70","15,800.00","11,049.00"
"22/01/2020","MTNGH","0.70","0.68","0.68","0.68","0.69","0.68","0","0.67","0.69","40,517,700.00","27,552,307.00"
"21/01/2020","MTNGH","0.70","0.68","0.70","0.70","0.68","0.68","-0.02","0.68","0.70","100,300.00","68,210.00"
"20/01/2020","MTNGH","0.70","0.69","0.69","0.69","0.70","0.70","0.01","0.69","0.70","9,500.00","6,650.00"
"17/01/2020","MTNGH","0.70","0.69","0.70","0.70","0.69","0.69","-0.01","0.68","0.69","1,712,900.00","1,181,968.00"
"16/01/2020","MTNGH","0.70","0.69","0.69","0.69","0.70","0.70","0.01","0.69","0.70","100.00","70.00"
"15/01/2020","MTNGH","0.70","0.69","0.70","0.70","0.69","0.69","-0.01","","0.70","85,000.00","58,750.00"
"14/01/2020","MTNGH","0.70","0.70","0.70","0.70","0.70","0.70","0","0.69","0.70","4,031,500.00","2,822,050.00"
"13/01/2020","MTNGH","0.70","0.70","0.70","0.70","0.70","0.70","0","0.69","0.70","2,250,100.00","1,575,070.00"
"10/01/2020","MTNGH","0.70","0.70","0.70","0.70","0.70","0.70","0","","0.77","700,000.00","490,000.00"
"09/01/2020","MTNGH","0.70","0.70","0.70","0.70","0.70","0.70","0","","0.72","217,200.00","152,040.00"
"08/01/2020","MTNGH","0.70","0.70","0.70","0.70","0.70","0.70","0","0.69","0.70","103,200.00","72,230.00"
