"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"21/06/2019","TOTAL","5.10","3.04","4.20","4.20","4.20","4.20","0","4.00","","0.00","0.00"
"20/06/2019","TOTAL","5.10","3.04","4.25","4.25","4.20","4.20","-0.05","3.65","","15,200.00","63,850.00"
"19/06/2019","TOTAL","5.10","3.04","4.25","4.25","4.25","4.25","0","3.65","4.25","0.00","0.00"
"18/06/2019","TOTAL","5.10","3.04","4.25","4.25","4.25","4.25","0","3.65","4.25","0.00","0.00"
"17/06/2019","TOTAL","5.10","3.04","4.25","4.25","4.25","4.25","0","3.65","4.25","100.00","425.00"
"14/06/2019","TOTAL","5.10","3.04","4.25","4.25","4.25","4.25","0","3.65","4.25","0.00","0.00"
"13/06/2019","TOTAL","5.10","3.04","4.25","4.25","4.25","4.25","0","3.65","4.25","0.00","0.00"
"12/06/2019","TOTAL","5.10","3.04","4.25","4.25","4.25","4.25","0","","","0.00","0.00"
"11/06/2019","TOTAL","5.10","3.04","4.99","4.99","4.25","4.25","-0.74","","4.80","2,800.00","11,900.00"
"10/06/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.78","0.00","0.00"
"07/06/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.80","0.00","0.00"
"06/06/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.78","0.00","0.00"
"04/06/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.80","0.00","0.00"
"03/06/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.85","0.00","0.00"
"31/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.89","0.00","0.00"
"30/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.89","0.00","0.00"
"29/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.89","0.00","0.00"
"28/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.89","0.00","0.00"
"27/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.90","0.00","0.00"
"24/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.94","0.00","0.00"
"23/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.94","0.00","0.00"
"22/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.60","0.00","0.00"
"21/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.94","0.00","0.00"
"20/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.95","0.00","0.00"
"17/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.95","0.00","0.00"
"16/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.95","0.00","0.00"
"15/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","","","0.00","0.00"
"14/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.95","0.00","0.00"
"13/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.95","0.00","0.00"
"10/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.98","0.00","0.00"
"09/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.95","0.00","0.00"
"08/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","","4.98","100.00","499.00"
"07/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","4.25","4.99","0.00","0.00"
"06/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","","4.99","0.00","0.00"
"03/05/2019","TOTAL","5.10","3.04","4.99","4.99","4.99","4.99","0","","4.99","0.00","0.00"
"02/05/2019","TOTAL","5.10","3.04","5.09","5.09","4.99","4.99","-0.1","","4.99","100.00","499.00"
"30/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.07","5.09","0","","5.00","0.00","0.00"
"29/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.07","5.09","0","","5.00","0.00","0.00"
"26/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.07","5.09","0","","5.04","0.00","0.00"
"25/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.07","5.09","0","","5.04","0.00","0.00"
"24/04/2019","TOTAL","5.10","3.04","5.07","5.07","5.07","5.09","0.02","","5.04","21,100.00","107,397.00"
"23/04/2019","TOTAL","5.10","3.04","5.07","5.07","5.09","5.07","0","","5.00","0.00","0.00"
"18/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.07","-0.02","","5.09","93,100.00","472,312.00"
"17/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","4.99","0.00","0.00"
"16/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","4.99","0.00","0.00"
"15/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","4.99","0.00","0.00"
"12/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","4.99","0.00","0.00"
"11/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","4.99","0.00","0.00"
"10/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","4.99","0.00","0.00"
"09/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","4.98","0.00","0.00"
"08/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","4.99","0.00","0.00"
"05/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","5.00","0.00","0.00"
"04/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","5.09","0.00","0.00"
"03/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","5.10","0.00","0.00"
"02/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","5.09","0.00","0.00"
"01/04/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","5.10","0.00","0.00"
"29/03/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","5.09","0.00","0.00"
"28/03/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","5.09","0.00","0.00"
"27/03/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","5.09","0.00","0.00"
"26/03/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","5.09","2,300.00","11,702.00"
"25/03/2019","TOTAL","5.10","3.04","5.09","5.09","5.09","5.09","0","","5.00","0.00","0.00"
"22/03/2019","TOTAL","5.10","3.04","4.60","4.60","5.09","5.09","0.49","","5.08","100.00","509.00"
"21/03/2019","TOTAL","5.10","3.04","5.10","5.10","4.60","4.60","-0.5","4.55","5.00","100.00","460.00"
"20/03/2019","TOTAL","5.10","3.04","5.10","5.10","5.10","5.10","0","4.55","5.08","0.00","0.00"
"19/03/2019","TOTAL","5.10","3.04","5.10","5.10","5.10","5.10","0","4.56","5.08","0.00","0.00"
"18/03/2019","TOTAL","5.10","3.04","5.10","5.10","5.10","5.10","0","4.56","5.09","0.00","0.00"
"15/03/2019","TOTAL","5.10","3.04","5.10","5.10","5.10","5.10","0","4.55","5.10","0.00","0.00"
"14/03/2019","TOTAL","5.10","3.04","4.52","4.52","5.10","5.10","0.58","4.55","5.00","100.00","510.00"
"13/03/2019","TOTAL","4.60","3.04","4.52","4.52","4.52","4.52","0","4.52","5.19","100.00","452.00"
"12/03/2019","TOTAL","4.60","3.04","4.52","4.52","4.52","4.52","0","4.52","4.55","14,700.00","66,444.00"
"11/03/2019","TOTAL","4.60","3.04","4.52","4.52","4.50","4.52","0","","4.55","0.00","0.00"
"08/03/2019","TOTAL","4.60","3.04","4.55","4.55","4.50","4.52","-0.03","","4.55","12,900.00","58,260.00"
"07/03/2019","TOTAL","4.60","3.04","4.55","4.55","4.55","4.55","0","","4.55","0.00","0.00"
"05/03/2019","TOTAL","4.60","3.04","4.59","4.59","4.55","4.55","-0.04","","4.55","500.00","2,275.00"
"04/03/2019","TOTAL","4.60","3.04","4.59","4.59","4.59","4.59","0","","4.55","0.00","0.00"
"01/03/2019","TOTAL","4.60","3.04","4.60","4.60","4.59","4.59","-0.01","","4.59","300.00","1,377.00"
"28/02/2019","TOTAL","4.60","3.04","4.60","4.60","4.60","4.60","0","","4.59","300.00","1,380.00"
"27/02/2019","TOTAL","4.60","3.04","4.60","4.60","4.60","4.60","0","","4.60","0.00","0.00"
"26/02/2019","TOTAL","4.60","3.04","4.60","4.60","4.60","4.60","0","","4.60","4,500.00","20,700.00"
"25/02/2019","TOTAL","4.60","3.04","4.40","4.40","4.60","4.60","0.2","4.40","5.00","700.00","3,220.00"
"22/02/2019","TOTAL","4.40","3.04","4.30","4.30","4.30","4.40","0.1","","4.60","300.00","1,320.00"
"21/02/2019","TOTAL","4.30","3.04","4.30","4.30","4.30","4.30","0","4.30","4.95","16,100.00","69,230.00"
"20/02/2019","TOTAL","4.30","3.04","4.30","4.30","4.30","4.30","0","","4.30","600.00","2,580.00"
"19/02/2019","TOTAL","4.30","3.04","4.30","4.30","4.30","4.30","0","","4.50","0.00","0.00"
"18/02/2019","TOTAL","4.30","3.04","3.75","3.75","4.30","4.30","0.55","","4.30","200.00","860.00"
"15/02/2019","TOTAL","3.75","3.04","3.29","3.29","3.75","3.75","0.46","3.75","","500.00","1,875.00"
"14/02/2019","TOTAL","3.40","3.04","3.29","3.29","3.27","3.29","0","3.60","3.75","0.00","0.00"
"13/02/2019","TOTAL","3.40","3.04","3.26","3.26","3.27","3.29","0.03","3.27","3.75","25,000.00","82,142.00"
"12/02/2019","TOTAL","3.40","3.04","3.21","3.21","3.26","3.26","0.05","3.26","3.68","100.00","326.00"
"11/02/2019","TOTAL","3.40","3.04","3.21","3.21","3.22","3.21","0","3.25","3.68","0.00","0.00"
"08/02/2019","TOTAL","3.40","3.04","3.21","3.21","3.22","3.21","0","3.25","3.68","0.00","0.00"
"07/02/2019","TOTAL","3.40","3.04","3.21","3.21","3.22","3.21","0","3.22","3.68","1,000.00","3,212.00"
"06/02/2019","TOTAL","3.40","3.04","3.21","3.21","3.21","3.21","0","3.22","3.68","0.00","0.00"
"05/02/2019","TOTAL","3.40","3.04","3.20","3.20","3.21","3.21","0.01","3.21","3.68","200.00","642.00"
"04/02/2019","TOTAL","3.40","3.04","3.20","3.20","3.20","3.20","0","3.20","3.68","700.00","2,240.00"
"01/02/2019","TOTAL","3.40","3.04","3.20","3.20","3.20","3.20","0","3.04","3.68","0.00","0.00"
"31/01/2019","TOTAL","3.40","3.04","3.20","3.20","3.20","3.20","0","3.04","3.68","100.00","320.00"
"30/01/2019","TOTAL","3.40","3.04","3.04","3.04","3.20","3.20","0.16","3.04","3.20","300.00","960.00"
"29/01/2019","TOTAL","3.40","3.04","3.04","3.04","3.04","3.04","0","3.04","3.50","0.00","0.00"
"28/01/2019","TOTAL","3.40","3.04","3.04","3.04","3.04","3.04","0","3.00","","2,000.00","6,080.00"
"25/01/2019","TOTAL","3.40","3.04","3.40","3.40","3.00","3.04","-0.36","3.00","3.40","17,200.00","52,280.00"
"24/01/2019","TOTAL","3.40","3.40","3.40","3.40","3.40","3.40","0","3.00","3.40","100.00","340.00"
"23/01/2019","TOTAL","3.40","3.40","3.40","3.40","3.40","3.40","0","3.00","3.40","200.00","680.00"
"22/01/2019","TOTAL","3.40","3.40","3.40","3.40","3.40","3.40","0","3.00","3.40","100.00","340.00"
"21/01/2019","TOTAL","3.40","3.40","3.40","3.40","3.40","3.40","0","3.00","3.40","700.00","2,380.00"
"18/01/2019","TOTAL","3.40","3.40","3.40","3.40","3.40","3.40","0","3.00","3.40","8,500.00","28,900.00"
"17/01/2019","TOTAL","3.40","3.40","3.40","3.40","3.40","3.40","0","3.40","3.50","0.00","0.00"
"16/01/2019","TOTAL","3.40","3.40","3.40","3.40","3.40","3.40","0","3.40","","0.00","0.00"
"15/01/2019","TOTAL","3.40","3.40","3.40","3.40","3.40","3.40","0","3.40","","0.00","0.00"
"14/01/2019","TOTAL","3.40","3.40","3.40","3.40","3.40","3.40","0","3.40","","500.00","1,700.00"
"11/01/2019","TOTAL","3.40","3.40","3.40","3.40","3.40","3.40","0","3.40","","0.00","0.00"
"10/01/2019","TOTAL","3.40","3.40","3.40","3.40","3.40","3.40","0","3.00","","1,400.00","4,760.00"
"09/01/2019","TOTAL","3.40","3.40","3.40","3.40","3.40","3.40","0","3.40","","0.00","0.00"
"08/01/2019","TOTAL","3.40","3.40","3.40","3.40","3.40","3.40","0","3.40","","0.00","0.00"
"04/01/2019","TOTAL","3.40","3.40","3.40","3.40","3.40","3.40","0","3.00","","0.00","0.00"
"03/01/2019","TOTAL","3.40","3.40","3.40","3.40","3.40","3.40","0","3.00","","0.00","0.00"
"02/01/2019","TOTAL","3.40","3.40","3.40","3.40","3.40","3.40","0","3.00","","0.00","0.00"
"31/12/2018","TOTAL","6.00","3.40","3.40","3.40","3.40","3.40","0","3.00","","0.00","0.00"
"28/12/2018","TOTAL","6.00","3.40","3.40","3.40","3.40","3.40","0","3.00","","0.00","0.00"
"27/12/2018","TOTAL","6.00","3.40","3.40","3.40","3.40","3.40","0","3.00","","4,200.00","14,280.00"
"24/12/2018","TOTAL","6.00","3.40","3.40","3.40","3.40","3.40","0","3.00","3.89","0.00","0.00"
"21/12/2018","TOTAL","6.00","3.40","3.40","3.40","3.40","3.40","0","3.40","3.59","1,000.00","3,400.00"
"20/12/2018","TOTAL","6.00","3.40","3.40","3.40","3.40","3.40","0","3.00","3.59","300.00","1,020.00"
"19/12/2018","TOTAL","6.00","3.40","3.40","3.40","3.40","3.40","0","3.00","3.59","0.00","0.00"
"18/12/2018","TOTAL","6.00","3.40","3.99","3.99","3.40","3.40","-0.59","3.40","3.99","200.00","680.00"
"17/12/2018","TOTAL","6.00","3.99","3.99","3.99","3.99","3.99","0","3.40","3.99","0.00","0.00"
"14/12/2018","TOTAL","6.00","3.99","3.99","3.99","3.99","3.99","0","3.40","3.99","1,000.00","3,990.00"
"13/12/2018","TOTAL","6.00","3.99","4.00","4.00","3.99","3.99","-0.01","3.40","4.00","300.00","1,197.00"
"12/12/2018","TOTAL","6.00","4.00","4.00","4.00","4.00","4.00","0","3.40","4.00","0.00","0.00"
"11/12/2018","TOTAL","6.00","4.00","4.00","4.00","4.00","4.00","0","3.40","3.99","300.00","1,200.00"
"10/12/2018","TOTAL","6.00","4.00","4.00","4.00","4.00","4.00","0","3.50","4.00","0.00","0.00"
"06/12/2018","TOTAL","6.00","4.00","4.05","4.05","4.00","4.00","-0.05","3.50","4.00","15,100.00","60,400.00"
"05/12/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","3.50","4.05","100.00","405.00"
"04/12/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","3.50","4.05","0.00","0.00"
"03/12/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","3.50","4.05","0.00","0.00"
"30/11/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","3.50","4.05","0.00","0.00"
"29/11/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","3.50","4.05","2,800.00","11,340.00"
"28/11/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","3.50","4.05","1,500.00","6,075.00"
"27/11/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","3.50","4.05","0.00","0.00"
"26/11/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","3.50","4.05","0.00","0.00"
"23/11/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","3.50","4.05","0.00","0.00"
"22/11/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","3.50","4.05","900.00","3,645.00"
"21/11/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","3.50","","0.00","0.00"
"20/11/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","3.50","","3,600.00","14,580.00"
"19/11/2018","TOTAL","6.00","4.00","4.09","4.09","4.05","4.05","-0.04","3.50","4.05","24,400.00","98,820.00"
"16/11/2018","TOTAL","6.00","4.00","4.12","4.12","4.09","4.09","-0.03","3.50","4.08","9,300.00",""
"15/11/2018","TOTAL","6.00","4.00","4.10","4.10","4.12","4.12","0.02","3.50","4.10","5,500.00",""
"14/11/2018","TOTAL","6.00","4.00","4.10","4.10","4.10","4.10","0","3.80","4.60","0.00",""
"13/11/2018","TOTAL","6.00","4.00","4.10","4.10","4.10","4.10","0","3.50","4.10","0.00",""
"12/11/2018","TOTAL","6.00","4.00","4.10","4.10","4.10","4.10","0","3.50","4.15","200.00",""
"09/11/2018","TOTAL","6.00","4.00","4.08","4.08","4.10","4.10","0.02","4.10","4.50","300.00",""
"08/11/2018","TOTAL","6.00","4.00","4.08","4.08","4.08","4.08","0","3.50","4.15","0.00",""
"07/11/2018","TOTAL","6.00","4.00","4.08","4.08","4.08","4.08","0","3.50","4.20","0.00",""
"06/11/2018","TOTAL","6.00","4.00","4.08","4.08","4.08","4.08","0","3.50","4.08","400.00",""
"05/11/2018","TOTAL","6.00","4.00","4.08","4.08","4.08","4.08","0","3.50","4.10","0.00",""
"02/11/2018","TOTAL","6.00","4.00","4.08","4.08","4.08","4.08","0","3.50","4.08","0.00",""
"01/11/2018","TOTAL","6.00","4.00","4.08","4.08","4.08","4.08","0","3.50","4.08","100.00",""
"31/10/2018","TOTAL","6.00","4.00","4.26","4.26","4.08","4.08","-0.18","3.65","4.08","100.00",""
"30/10/2018","TOTAL","6.00","4.00","4.26","4.26","4.26","4.26","0","3.65","4.90","1,900.00",""
"29/10/2018","TOTAL","6.00","4.00","4.26","4.26","4.26","4.26","0","4.10","4.30","0.00",""
"26/10/2018","TOTAL","6.00","4.00","4.26","4.26","4.26","4.26","0","4.10","4.26","1,400.00",""
"24/10/2018","TOTAL","6.00","4.00","4.10","4.10","4.10","4.10","0","4.10","","100.00",""
"24/10/2018","TOTAL","6.00","4.00","4.10","4.10","4.16","4.26","0.16","4.16","","7,100.00",""
"23/10/2018","TOTAL","6.00","4.00","4.10","4.10","4.10","4.10","0","4.10","","0.00",""
"22/10/2018","TOTAL","6.00","4.00","4.10","4.10","4.10","4.10","0","4.10","4.70","0.00",""
"19/10/2018","TOTAL","6.00","4.00","4.10","4.10","4.10","4.10","0","4.10","","1,700.00",""
"18/10/2018","TOTAL","6.00","4.00","4.81","4.81","4.10","4.10","-0.71","","4.80","10,200.00",""
"17/10/2018","TOTAL","6.00","4.00","4.81","4.81","5.00","4.81","0","4.10","4.81","100.00",""
"16/10/2018","TOTAL","6.00","4.00","4.81","4.81","5.00","4.81","0","4.10","4.81","0.00",""
"15/10/2018","TOTAL","6.00","4.00","4.81","4.81","5.00","4.81","0","","5.00","200.00",""
"12/10/2018","TOTAL","6.00","4.00","4.81","4.81","5.00","4.81","0","","4.81","0.00",""
"11/10/2018","TOTAL","6.00","4.00","4.81","4.81","5.00","4.81","0","4.81","","3,500.00",""
"10/10/2018","TOTAL","6.00","4.00","4.81","4.81","5.00","4.81","0","","4.81","10,000.00",""
"09/10/2018","TOTAL","6.00","4.00","4.81","4.81","5.00","4.81","0","4.80","4.81","0.00",""
"08/10/2018","TOTAL","6.00","4.00","4.81","4.81","5.00","4.81","0","","4.81","0.00",""
"05/10/2018","TOTAL","6.00","4.00","4.82","4.82","5.00","4.81","-0.01","4.82","5.50","2,400.00",""
"04/10/2018","TOTAL","6.00","4.00","5.50","5.50","4.80","4.82","-0.68","4.80","5.50","7,000.00",""
"03/10/2018","TOTAL","6.00","4.00","5.50","5.50","5.50","5.50","0","","5.50","0.00",""
"02/10/2018","TOTAL","6.00","4.00","5.50","5.50","5.50","5.50","0","","5.50","0.00",""
"01/10/2018","TOTAL","6.00","4.00","5.50","5.50","5.50","5.50","0","4.80","5.50","0.00",""
"28/09/2018","TOTAL","6.00","4.00","5.50","5.50","5.50","5.50","0","4.80","5.50","400.00",""
"27/09/2018","TOTAL","6.00","4.00","5.50","5.50","5.50","5.50","0","4.80","6.30","0.00",""
"26/09/2018","TOTAL","6.00","4.00","5.50","5.50","5.50","5.50","0","","5.50","0.00",""
"25/09/2018","TOTAL","6.00","4.00","5.50","5.50","5.50","5.50","0","4.80","5.50","0.00",""
"24/09/2018","TOTAL","6.00","4.00","4.80","4.80","5.50","5.50","0.7","4.80","5.50","100.00",""
"20/09/2018","TOTAL","6.00","4.00","4.80","4.80","4.80","4.80","0","4.80","5.50","8,600.00",""
"19/09/2018","TOTAL","6.00","4.00","4.80","4.80","4.80","4.80","0","4.80","5.50","400.00",""
"18/09/2018","TOTAL","6.00","4.00","4.80","4.80","4.80","4.80","0","4.70","5.50","0.00",""
"17/09/2018","TOTAL","6.00","4.00","4.70","4.70","4.80","4.80","0.1","4.70","5.40","200.00",""
"14/09/2018","TOTAL","6.00","4.00","4.70","4.70","4.70","4.70","0","4.70","5.40","0.00",""
"13/09/2018","TOTAL","6.00","4.00","4.70","4.70","4.70","4.70","0","4.70","5.40","0.00",""
"12/09/2018","TOTAL","6.00","4.00","4.70","4.70","4.70","4.70","0","4.70","5.40","0.00",""
"11/09/2018","TOTAL","6.00","4.00","4.70","4.70","4.70","4.70","0","4.70","5.40","0.00",""
"10/09/2018","TOTAL","6.00","4.00","4.70","4.70","4.70","4.70","0","4.70","5.40","0.00",""
"07/09/2018","TOTAL","6.00","4.00","4.70","4.70","4.70","4.70","0","4.70","5.34","2,000.00",""
"06/09/2018","TOTAL","6.00","4.00","4.66","4.66","4.70","4.70","0.04","4.66","4.70","300.00",""
"05/09/2018","TOTAL","6.00","4.00","4.63","4.63","4.70","4.66","0.03","4.65","","1,300.00",""
"04/09/2018","TOTAL","6.00","4.00","4.63","4.63","4.65","4.63","0","4.65","","0.00",""
"03/09/2018","TOTAL","6.00","4.00","4.63","4.63","4.65","4.63","0","4.65","","0.00",""
"31/08/2018","TOTAL","6.00","4.00","4.60","4.60","4.65","4.63","0.03","4.65","5.29","1,200.00",""
"30/08/2018","TOTAL","6.00","4.00","4.60","4.60","4.60","4.60","0","4.60","5.19","0.00",""
"29/08/2018","TOTAL","6.00","4.00","4.60","4.60","4.60","4.60","0","4.61","5.29","0.00",""
"28/08/2018","TOTAL","6.00","4.00","4.60","4.60","4.60","4.60","0","4.60","5.29","0.00",""
"27/08/2018","TOTAL","6.00","4.00","4.51","4.51","4.60","4.60","0.09","4.60","5.19","200.00",""
"24/08/2018","TOTAL","6.00","4.00","4.51","4.51","4.52","4.51","0","4.60","5.19","0.00",""
"23/08/2018","TOTAL","6.00","4.00","4.40","4.40","4.52","4.51","0.11","4.52","5.05","4,700.00",""
"22/08/2018","TOTAL","6.00","4.00","4.35","4.35","4.40","4.40","0.05","4.38","5.00","2,500.00",""
"20/08/2018","TOTAL","6.00","4.00","4.31","4.31","4.32","4.31","0","4.37","5.00","0.00",""
"17/08/2018","TOTAL","6.00","4.00","4.31","4.31","4.32","4.31","0","4.36","5.00","0.00",""
"16/08/2018","TOTAL","6.00","4.00","4.31","4.31","4.32","4.31","0","4.36","5.00","0.00",""
"15/08/2018","TOTAL","6.00","4.00","4.31","4.31","4.32","4.31","0","4.35","4.95","100.00",""
"14/08/2018","TOTAL","6.00","4.00","4.31","4.31","4.32","4.31","0","4.40","4.95","0.00",""
"13/08/2018","TOTAL","6.00","4.00","4.31","4.31","4.32","4.31","0","4.31","4.95","16,100.00",""
"10/08/2018","TOTAL","6.00","4.00","4.31","4.31","4.32","4.31","0","4.32","","187,900.00",""
"09/08/2018","TOTAL","6.00","4.00","4.27","4.27","4.31","4.31","0.04","4.31","","58,800.00",""
"08/08/2018","TOTAL","6.00","4.00","4.21","4.21","4.31","4.27","0.06","4.30","4.31","2,700.00",""
"07/08/2018","TOTAL","6.00","4.00","4.16","4.16","4.21","4.21","0.05","4.21","","1,400.00",""
"06/08/2018","TOTAL","6.00","4.00","4.16","4.16","4.16","4.16","0","4.20","","0.00",""
"03/08/2018","TOTAL","6.00","4.00","4.15","4.15","4.16","4.16","0.01","4.20","","55,900.00",""
"02/08/2018","TOTAL","6.00","4.00","4.15","4.15","4.15","4.15","0","4.15","","0.00",""
"01/08/2018","TOTAL","6.00","4.00","4.15","4.15","4.15","4.15","0","4.15","","0.00",""
"31/07/2018","TOTAL","6.00","4.00","4.10","4.10","4.15","4.15","0.05","4.15","","300.00",""
"30/07/2018","TOTAL","6.00","4.00","4.10","4.10","4.10","4.10","0","4.10","","100.00",""
"27/07/2018","TOTAL","6.00","4.00","4.00","4.00","4.10","4.10","0.1","4.10","","200.00",""
"26/07/2018","TOTAL","6.00","4.00","4.00","4.00","4.00","4.00","0","4.10","","0.00",""
"25/07/2018","TOTAL","6.00","4.00","4.00","4.00","4.00","4.00","0","4.10","","0.00",""
"24/07/2018","TOTAL","6.00","4.00","4.00","4.00","4.00","4.00","0","4.06","4.50","0.00",""
"23/07/2018","TOTAL","6.00","4.00","4.00","4.00","4.00","4.00","0","4.06","","0.00",""
"20/07/2018","TOTAL","6.00","4.00","4.00","4.00","4.00","4.00","0","4.00","4.50","200.00",""
"19/07/2018","TOTAL","6.00","4.00","4.00","4.00","4.00","4.00","0","4.00","","0.00",""
"18/07/2018","TOTAL","6.00","4.00","4.00","4.00","4.00","4.00","0","4.00","","0.00",""
"17/07/2018","TOTAL","6.00","4.00","4.05","4.05","4.00","4.00","-0.05","4.00","","100.00",""
"16/07/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","4.00","","50,000.00",""
"13/07/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","4.00","4.05","500.00",""
"12/07/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","","","0.00",""
"11/07/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","","4.05","0.00",""
"10/07/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","4.05","","0.00",""
"09/07/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","","4.05","0.00",""
"06/07/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","","4.05","11,900.00",""
"05/07/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","","","500.00",""
"04/07/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","","4.05","0.00",""
"03/07/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","","4.05","300.00",""
"29/06/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","","4.05","1,600.00",""
"28/06/2018","TOTAL","6.00","4.00","4.05","4.05","4.05","4.05","0","4.05","","0.00",""
"27/06/2018","TOTAL","6.00","4.00","4.00","4.00","4.05","4.05","0.05","4.00","4.60","12,100.00",""
"26/06/2018","TOTAL","6.00","4.00","4.00","4.00","4.00","4.00","0","4.00","","0.00",""
"25/06/2018","TOTAL","6.00","4.00","4.00","4.00","4.00","4.00","0","4.00","","0.00",""
"22/06/2018","TOTAL","6.00","4.00","4.00","4.00","4.00","4.00","0","4.00","","100.00",""
"21/06/2018","TOTAL","6.00","4.00","4.05","4.05","4.00","4.00","-0.05","4.00","","1,600.00",""
