"Date","Share Code","Last Transaction Price (GHS)","Total Value Traded","Total Shares Traded","Closing Offer Price (GHS)","Closing Bid Price (GHS)","Price Change (GHS)","Closing Price VWAP (GHS)","Opening Price (GHS)","Previous Closing Price VWAP (GHS)","Year Low (GHS)","Year High (GHS)"
"2009-01-15","ABL","0","","300","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-01-16","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-01-19","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-01-20","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-01-21","ABL","0","","0","0.0000","0.0000","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-01-22","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-01-23","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-01-26","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-01-27","ABL","0","","200","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-01-28","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-01-29","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-01-30","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-02","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-03","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-04","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-05","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-06","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-09","ABL","0","","200","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-10","ABL","0","","100","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-11","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-12","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-13","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-16","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-17","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-18","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-19","ABL","0","","0","0.0000","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-20","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-23","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-24","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-25","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-26","ABL","0","","0","0.1100","0.0000","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-02-27","ABL","0","","0","0.1100","0.0000","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-02","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-03","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-04","ABL","0","","0","0.1200","0.0000","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-05","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-09","ABL","0","","0","0.1200","0.0000","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-10","ABL","0","","0","0.1200","0.0000","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-11","ABL","0","","0","0.1200","0.0000","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-12","ABL","0","","0","0.1200","0.0000","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-13","ABL","0","","0","0.1200","0.0000","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-16","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-17","ABL","0","","100","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-18","ABL","0","","0","0.1200","0.0000","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-19","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-20","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-23","ABL","0","","0","0.1200","0.0000","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-24","ABL","0","","100","0.1200","0.0000","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-25","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-26","ABL","0","","0","0.1200","0.0000","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-27","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-30","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-03-31","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-04-01","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-04-02","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-04-03","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-04-23","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-04-24","ABL","0","","0","","","0.0000","0.1200","0.1200","0.1200","0.1200","0.1200"
"2009-04-27","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-04-28","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-04-29","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-04-30","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-04","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-05","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-06","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-07","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-08","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-11","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-12","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-13","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-14","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-15","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-18","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-19","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-20","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-21","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-22","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-26","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-27","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-28","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-05-29","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-01","ABL","0","","0","0.11","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-02","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-03","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-04","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-05","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-08","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-09","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-10","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-11","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-12","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-15","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-16","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-17","ABL","0","","0","0.12","0.11","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-18","ABL","0","","0","0.12","0.11","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-19","ABL","0","","200","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-22","ABL","0","","1200","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-23","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-24","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-25","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-26","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-29","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-06-30","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-02","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-03","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-06","ABL","0","","0","","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-07","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-08","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-09","ABL","0","","0","0.12","","0","0.12","0.12","0.12","0.12","0.12"
"2009-07-10","ABL","0","","0","0.12","","0","0.12","0.12","0.12","0.12","0.12"
"2009-07-13","ABL","0","","0","0.12","","0","0.12","0.12","0.12","0.12","0.12"
"2009-07-14","ABL","0","","0","0.12","0.00","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-15","ABL","0","","0","0.12","0","0","0.12","0.12","0.12","0.12","0.12"
"2009-07-16","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-17","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-20","ABL","0","","0","0.12","0.00","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-21","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-22","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-23","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-24","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-27","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-28","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-29","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-30","ABL","0","","0","0.11","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-07-31","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-03","ABL","0","","400","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-04","ABL","0","","300","0.11","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-05","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-06","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-07","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-10","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-11","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-12","ABL","0","","200","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-13","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-14","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-17","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-18","ABL","0","","0","0.11","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-19","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-20","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-21","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-24","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-25","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-26","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-27","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-28","ABL","0","","5,000","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-08-31","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-09-01","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-09-02","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-09-03","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-09-04","ABL","0","","0","0.12","0.00","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-09-07","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-09-08","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-09-09","ABL","0","","0","0.11","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-09-10","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-09-11","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-09-14","ABL","0","","0","0.11","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-09-15","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-09-16","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-09-17","ABL","0","","0","0.12","","0.00","0.12","0.12","0.12","0.12","0.12"
"2009-09-18","ABL","0","","6,000,000","0.11","","-0.01","0.11","0.12","0.12","0.12","0.12"
"2009-09-22","ABL","0","","1,154,300","","","-0.01","0.10","0.11","0.11","0.10","0.12"
"2009-09-23","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-09-24","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-09-25","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-09-28","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-09-29","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-09-30","ABL","0","","1,848,500","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-01","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-02","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-05","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-06","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-07","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-08","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-09","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-12","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-13","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-14","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-15","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-16","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-19","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-20","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-21","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-22","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-23","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-26","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-27","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-28","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-29","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-10-30","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-02","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-03","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-04","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-05","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-06","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-09","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-10","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-11","ABL","0","","0","0.00","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-12","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-13","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-16","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-17","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-18","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-19","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-20","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-23","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-24","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-25","ABL","0","","0","0.00","0.00","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-26","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-11-30","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-01","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-02","ABL","0","","0","0.10","0.00","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-03","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-07","ABL","0","","2,000","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-08","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-09","ABL","0","","0","0.10","0.00","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-10","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-11","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-14","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-15","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-16","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-17","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-18","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-21","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-22","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-23","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-24","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-29","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-30","ABL","0","","2,000","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2009-12-31","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.12"
"2010-01-04","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2010-01-05","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.12"
"2010-01-06","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-01-07","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-01-08","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-01-11","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-01-12","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-01-13","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-01-14","ABL","0","","200","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-01-15","ABL","0","","400","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-01-18","ABL","0","","0","0.10","0.00","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-01-19","ABL","0","","0","0.10","0.00","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-01-20","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-01-21","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-01-22","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-01-25","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-01-26","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-01-27","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-01-28","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-01-29","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-01","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-02","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-03","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-04","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-05","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-08","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-09","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-10","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-11","ABL","0","","1,200","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-12","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-15","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-16","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-17","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-18","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-19","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-22","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-23","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-24","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-25","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-02-26","ABL","0","","0","","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-01","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-02","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-03","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-04","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-05","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-09","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-10","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-11","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-12","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-15","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-16","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-17","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-18","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-19","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-22","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-23","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-24","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-25","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-26","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-29","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-30","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
"2010-03-31","ABL","0","","0","0.10","","0.00","0.10","0.10","0.10","0.10","0.10"
